Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Sample_0	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41
Q92484	Q92484	Q92484	Q92484		19349.3	18813.5	18154.6	18036.1	18606.5	18769.0	17631.0	18420.5	16911.9	19151.8	17978.6	18497.2	21665.3	19124.3	18805.5	20978.1	18337.2	18547.3	20186.4	19981.0	18411.5	18784.6	19677.5	19505.2	18873.7	19360.3	20095.4	18164.6	17925.7	19779.5	18794.9	16926.6	17939.3	19086.5	18784.8	18885.8	20560.6	20194.1	19151.3	19826.8	18446.5	18197.0
Q9HAZ2	Q9HAZ2	Q9HAZ2	Q9HAZ2		2049.19	2773.41	2476.81	2106.75	2394.66	1978.01	1706.64	2587.41	2663.96	1746.69	2249.38	2416.14	1986.16	1580.3	2406.48	2153.13	2325.98	2010.52	2942.91	2770.6	2565.47	2708.82	2873.46	2535.7	1290.41	1510.57	2692.92	2536.86	2767.27	2563.32	2333.33	1986.93	2918.9	2068.85	2385.67	1789.63	2339.17	2585.4	1929.52	2366.36	2579.9	2169.2
Q6UQ28	Q6UQ28	Q6UQ28	Q6UQ28		61208.8	61649.4	65684.3	51812.7	50807.9	52278.0	50642.9	54833.0	50517.2	55769.5	53253.9	50919.0	54544.9	54761.1	58191.8	59010.3	61879.9	58941.3	57254.3	62022.0	54655.9	52840.7	59787.2	56318.7	54545.8	50902.0	48327.5	60078.0	63810.0	55653.4	56995.2	56747.3	64007.1	58575.5	57297.1	60356.7	55682.0	55937.1	55704.5	50342.4	48865.3	52692.9
Q9Y4P1	Q9Y4P1	Q9Y4P1	Q9Y4P1		7547.26	6076.09	6559.13	7185.09	8132.84	8091.19	7201.6	6085.04	6749.62	7986.52	6812.98	6871.05	6719.65	6156.01	7045.72	7267.26	5707.83	5728.34	5621.17	5510.66	4856.0	6605.76	5844.15	6728.57	6239.63	6195.39	6307.89	5086.04	5564.53	5673.51	5835.26	5622.78	5828.76	5731.74	4679.39	5159.87	5306.15	6647.94	5599.65	6561.7	5282.98	6781.64
Q9UBM7	Q9UBM7	Q9UBM7	Q9UBM7		5088.02	4160.6	3661.41	7971.83	6604.38	7045.42	5037.79	5575.66	6620.0	6857.74	5463.3	6576.1	5204.09	5661.16	5008.76	5720.9	5893.07	6055.9	5395.03	6634.72	5125.74	5880.35	5749.11	5694.83	5730.73	6209.77	6341.16	4571.06	4869.68	5539.13	5589.74	5687.06	6105.06	7336.85	6450.49	5863.61	7386.69	6886.81	6351.32	7030.84	7696.64	6018.96
P10265	P10265	P10265	P10265		12221.9	14779.5	12807.1	12412.1	11288.4	16370.9	12840.4	14529.0	14880.0	13905.4	13276.5	14262.1	11787.7	12023.4	11954.9	11607.5	12551.2	12005.2	12564.1	13789.7	15107.2	13870.3	13033.8	13953.7	11929.3	14227.7	14157.6	14003.8	12433.5	12461.1	14451.8	14048.5	13207.4	12480.9	12735.9	15707.9	15125.8	13851.9	15996.7	15542.7	15014.5	16619.6
P68032	P68032	P68032	P68032		2000.99	2629.92	1603.08	1811.78		2874.04	2118.04	2651.19	2356.57	3117.6	2578.25	2337.84	1623.51	1834.53	2579.09	2583.37	2772.59	2432.68	3168.69	2856.89	2625.55	2341.58	3065.64	3207.75	2094.95	2631.71	2903.36	2918.91	2886.32	2394.56	1495.12	2165.9	1167.43	3090.11	2359.15	2708.18	3135.11	2316.45	2459.75	1750.12	1755.72	2687.24
Q9BZZ5	Q9BZZ5	Q9BZZ5	Q9BZZ5				7720.34	8785.65	5218.31					1596.51	8696.42	5593.79		7909.78	6618.41	6209.59	7274.89	8593.03	6190.11	8524.18	6376.5	9188.91	7670.71	6901.08	9507.31	9660.12	9284.28	9603.05	11408.5	7523.84	10497.7		9076.28	6362.98	8723.53	8564.33	8311.95	6510.4	12560.0	6230.45	7534.18	
Q9BZV2	Q9BZV2	Q9BZV2	Q9BZV2		6425.54	5896.84	5944.24	5466.25	5813.33	5106.36	6092.05	7203.5	6613.03	6040.0	5320.07	5711.92	6357.58	6308.41	6396.2	4495.48	5402.15	4738.35	5151.65	4119.27	5053.53	6171.89	5325.73	5375.08	5405.01	5945.17	5689.01	7841.01	6263.43	5062.02	5861.32	5850.65	5401.88	4092.55	5151.7	5210.54	5753.72	5974.87	5283.92	6744.48	5097.26	4694.66
Q13477	Q13477	Q13477	Q13477		5412.47	5073.49	5465.49	5076.88	6711.32	5479.74	5017.35	5291.28	6611.46	5920.06	6155.93	6136.35	4629.4	5032.97	4552.91	5855.67	6021.56	6581.02	5923.0	6056.29	5959.19	4857.06	4703.07	5303.81	4326.2	4169.53	5345.56	7132.01	6425.97	5709.6	6132.21	5447.34	6250.65	5685.72	5729.36	5680.17	4809.74	4668.45	4302.56	5677.28	5203.62	5483.81
Q9Y294	Q9Y294	Q9Y294	Q9Y294		1270.83	1187.13	2077.03	2145.69	1491.59	1932.42	2337.58	1762.28	2243.54	2342.29	2014.71	2615.72	2332.5	2585.09	2212.68	1931.54	2521.4	2168.22	2022.49	2041.4	2508.91	1777.62	2206.36	1963.39	1545.37	1858.07	1595.93	1164.01	1261.73	1808.48	2042.17	2065.8	1882.29	2079.05	1889.95	1808.89	1405.38	2025.95	1353.62	1487.84	1778.23	2055.28
Q7Z4M0	Q7Z4M0	Q7Z4M0	Q7Z4M0		25067.5	24929.5	28936.3	25159.2	24303.8	24055.0	24514.0	23718.0	24815.9	26588.0	26634.4	24542.1	25617.3	25497.9	22555.6	29160.8	27204.3	28245.7	26016.5	23060.8	25847.9	25392.4	25992.0	28136.6	21887.3	24197.0	24634.4	26037.3	28996.2	28093.5	27081.4	27125.9	25806.9	28597.1	29986.6	29712.1	25578.0	22133.3	28288.4	27587.0	26770.4	29503.5
Q9HC62	Q9HC62	Q9HC62	Q9HC62		15094.0	14191.2	14989.4	15875.6	17090.9	16508.9	16191.8	18026.4	19036.1	15824.3	18612.7	17074.0	16870.8	17330.8	17044.3	15926.9	16391.9	17053.9	15431.7	16252.2	16859.8	17794.4	17180.6	15985.1	16220.7	18038.2	19047.5	16236.6	19002.5	16217.2	17476.2	17331.6	16120.5	14716.0	16920.6	14421.9	15882.1	18584.6	17696.3	17469.0	14197.9	16326.0
P28288	P28288	P28288	P28288		12839.5	17485.8	14962.8	82683.6	88952.7	87897.0	40789.2	51186.3	54992.7	84197.7	75906.4	76347.2	75097.6	89588.8	79110.2	77620.9	90662.9	95928.4	85804.0	95036.4	70066.3	75964.2	82509.8	113765.0	116383.0	95801.6	104889.0	23008.7	18758.5	11740.0	61357.3	64738.5	81453.1	102177.0	79240.2	85225.3	98504.4	98334.0	117546.0	87680.6	50350.6	63022.9
Q7Z2R9	Q7Z2R9	Q7Z2R9	Q7Z2R9		2676.05	2866.09	2682.32	3190.09	3263.09	3577.03	3139.8	2968.07	3535.75	1832.12	1965.9	1068.78	2702.51	2915.98	2713.58	3147.04	2854.29	2799.23	2220.62	1643.29	1608.2	3407.29	3400.58	3378.61	2371.72	1319.56	2367.17	2590.91	3146.31	1397.87	3052.16	3109.06	3583.85	3474.65	3120.21	3028.26	3284.06	2798.42	2287.53	3649.38	2554.84	2182.33
Q12769	Q12769	Q12769	Q12769		3775.27	2887.15	4269.04	3151.04	2893.59	2756.43	3323.04	3717.78	3612.13	3667.39	3302.55	2509.84	4461.11	4131.92	4503.29	2848.96	2833.28	3712.52	4206.93	3482.41	3509.79	3590.2	3875.44	3552.76	3567.02	3290.88	3337.52	2973.42	3221.0	2930.39	3193.07	4422.57	4053.47	4152.63	3407.06	4565.31	4686.76	3608.45	3749.12	3829.65	2605.09	3712.04
Q6GV28	Q6GV28	Q6GV28	Q6GV28		1317.61	1370.43	1413.26	1402.58	835.623	1250.07	1359.54	1473.24	1479.48	849.607	1267.87	1135.37	1171.83	719.784	1285.18	780.253	1603.89	1250.23	1147.22	1411.27	694.418	1002.46	747.402	1402.08	1190.65	445.142	584.607	1128.32	687.352	1036.71	1063.01	904.073	934.268	815.44	876.677	1099.94	1045.82	896.676	1018.3	762.191	523.837	1138.34
Q9NW08	Q9NW08	Q9NW08	Q9NW08		6894.84	6997.18	7437.88	6599.7	5706.53	7439.93	6586.39	6449.16	6953.6	7679.63	6708.28	7695.69	6245.7	7653.08	7901.26	6235.02	7601.53	7684.39	7442.94	7917.42	7943.35	7637.84	7986.4	7546.51	5219.49	5006.89	5736.73	8499.22	7967.34	7983.33	6850.39	7031.49	7665.07	7127.49	8115.43	8692.94	5164.14	6111.46	4660.38	6748.13	7389.69	6802.27
Q7RTU4	Q7RTU4	Q7RTU4	Q7RTU4		9996.76	8069.38	10505.8	9577.48	10202.6	9456.8	7303.74	8167.07	6938.02	10097.4	11925.7	9642.4	10228.1	10494.1	10882.7	11977.5	11612.5	10609.9	10669.2	9833.15	9352.94	9948.76	8034.99	9707.56	5201.82	5470.68	5408.2	11217.4	11010.0	11360.4	9614.95	8268.75	8258.64	10503.6	10689.7	9949.56	4712.15	5104.39	4801.37	9208.12	8673.41	9431.26
Q96R45	Q96R45	Q96R45	Q96R45		2542.39	3046.56	2499.58	2510.83	2793.8	2557.91	2847.04	3261.39	3183.28	3163.15	2824.3	2622.85	2584.1	2761.12	2106.46	2640.48	2906.97	2741.92	2445.95	2889.44	2115.84	2523.77	2222.03	2949.83	2334.93	3231.17	1832.79	2217.0	2926.48	2777.78	2523.23	2160.76	2718.93	2696.01	2731.57	2475.45	2608.56	3473.05	2977.12	2604.79	3635.8	2791.41
A8MWL6	A8MWL6	A8MWL6	A8MWL6		39147.7	38564.0	38909.3	35078.3	33915.8	34791.7	36547.5	34874.6	34729.6	40463.3	40219.0	37814.7	38032.1	38444.2	40375.9	40811.4	39929.3	41799.9	39129.4	39357.5	38703.3	44268.3	41533.5	41003.3	38023.5	44494.9	38213.6	44469.4	41668.4	43394.7	46385.3	46389.9	46336.0	44012.2	42205.6	42281.3	44229.9	43012.8	39913.4	35406.0	36176.7	36142.2
Q8NH87	Q8NH87	Q8NH87	Q8NH87		6425.97	7171.12	7028.01	7709.46	7641.25	7123.11	7785.55	6094.67	7266.75	7388.36	7256.11	7527.09	8836.88	7958.6	7580.69	6890.39	7450.17	8346.6	6494.9	6663.09	6224.27	8850.04	7242.65	8868.27	7820.73	7943.45	7885.18	7152.8	6570.94	7435.93	8036.98	8101.63	6241.06	6888.57	7519.46	7651.79	7335.08	9146.47	8838.64	8536.07	8785.98	8441.75
Q96M27	Q96M27	Q96M27	Q96M27		27856.9	26010.8	25644.6	25250.1	23206.5	21967.9	24857.9	24559.9	25407.1	24101.5	24573.8	24435.6	24135.3	25234.2	27153.7	26390.2	25725.8	26387.0	25278.2	22569.8	27026.3	26422.2	23914.4	25084.2	25382.3	24087.5	27574.7	26364.1	29684.8	26902.7	26910.0	27691.6	26352.7	27465.0	24580.6	28623.8	27285.2	24197.5	25317.1	26903.3	25847.5	26105.9
Q68DY9	Q68DY9	Q68DY9	Q68DY9		2787.63	1786.29	3105.85	2521.72	2655.88	3889.45	3451.36	3553.86	3706.92	3045.35	3856.35	2868.54	2292.3	2935.01	3177.38	2482.02	3028.62	2905.11	3018.38	3245.66	3337.58	3012.15	3038.15	1795.93	2464.55	3119.24	3200.26	2783.23	2965.55	2987.49	1449.82	2496.12	1802.62	1628.35	2707.41	1848.44	2391.57	3127.27	2207.61	2816.32	2179.44	2342.02
Q96I99	Q96I99	Q96I99	Q96I99		14945.4	13068.9	14133.1	12278.9	14515.5	14874.5	14191.9	15917.0	14245.9	13717.1	13639.8	15471.0	14678.0	12673.1	13059.2	13607.7	13010.9	13207.0	15214.2	14626.7	12896.8	13851.4	13670.7	14463.6	14040.6	12895.7	13634.7	12567.6	15181.1	12105.6	13537.3	13176.1	13794.9	12844.3	12527.7	12399.2	13909.9	14606.5	16364.3	13341.8	14310.9	13115.5
Q9BWH2	Q9BWH2	Q9BWH2	Q9BWH2		21418.4	23381.2	23576.7	21500.6	20431.0	20640.5	19241.8	22221.4	21143.5	19785.8	21833.5	22147.5	20087.9	20631.4	20627.3	21636.9	21900.2	22270.2	20834.4	20259.0	20784.3	17824.1	18121.9	17259.3	18476.3	20470.9	18003.1	20398.2	20927.3	19710.5	20011.8	20150.0	21309.4	23099.5	20965.4	20985.3	20552.6	21265.9	20272.7	17824.3	21743.6	21660.6
Q6ZW31	Q6ZW31	Q6ZW31	Q6ZW31		3259.05	3102.6	2467.49	3162.94	4132.7	2712.9	3590.39	3425.07	2874.12	2659.28	2260.63	3498.92	3989.98	3925.9	2608.43	2675.56	3442.65	2789.94	3239.96	2491.54	2520.08	3511.81	3030.87	3034.89	3074.13	2644.95	3036.27	3066.69	3572.5	2968.14	3045.76	2690.75	1990.46	2737.16	2160.89	2498.56	2305.64	1567.7	1948.78	2484.9	2100.36	2447.09
O60356	O60356	O60356	O60356		42296.4	41795.8	39738.7	46456.6	43579.7	41157.5	44131.8	43341.5	41758.2	44674.7	44126.8	45085.9	44753.4	43081.4	44565.6	41984.6	44257.2	42166.6	43785.8	43010.9	42560.5	43392.3	41944.1	41107.9	41203.5	37791.9	40213.6	45621.5	43333.4	42703.9	39530.2	39220.8	41353.0	42251.7	42316.1	39380.9	41725.4	42016.0	39833.7	40665.8	42266.7	41560.6
Q9H0I9	Q9H0I9	Q9H0I9	Q9H0I9		17773.8	20741.0	17071.9	22178.5	21509.2	21056.2	11691.4	12335.7	13841.2	18913.5	19156.4	18238.3	19007.5	19339.1	18599.5	21768.8	18486.7	19665.8	18878.9	16066.9	16316.5	17638.4	17113.6	19792.7	19951.7	18676.9	17309.1	21069.7	16924.8	20193.9	10201.6	11548.5	10760.8	18066.0	18375.2	20266.0	17410.9	17495.0	18563.1	20540.3	21708.9	22754.0
P03950	P03950	P03950	P03950		748.859	1141.65	1721.48	976.18		857.888	1108.67		1551.21	906.0	1733.28		1329.86	1423.35	1103.3	1713.54	983.237	1498.62	1258.17		1135.93			788.654	1008.29	1443.57	1412.57	1284.3	1416.23			1003.31	772.141	1300.27	1560.94	1189.18	1493.74	1424.9	1365.82	892.375	1147.13	1211.26
Q5VTT2	Q5VTT2	Q5VTT2	Q5VTT2		6162.16	6077.44	5584.38	7314.76	6974.76	6191.5	5361.45	5399.48	4314.35	6175.26	4830.69	5226.57	6311.91	6199.53	5980.72	6402.51	5559.62	5782.08	5868.07	5935.18	4937.17	5326.35	4948.77	4742.62	4529.66	3996.47	4355.71	6201.05	5714.66	5357.27	4673.46	3604.63	5136.71	6550.55	6073.76	6653.8	4091.73	4669.08	5845.26	7137.67	5546.06	5785.07
P51809	P51809	P51809	P51809		26110.7	27183.1	26891.3	24540.6	24009.3	23454.1	23171.1	21889.7	23012.7	24043.1	23882.5	24881.9	22177.4	22833.7	21570.9	25702.2	26226.5	24915.7	27454.3	27752.8	26101.6	25867.7	27530.5	27791.2	25043.4	25223.1	24263.1	26446.8	27833.0	27396.9	26479.5	26687.5	25490.5	23650.0	25743.8	24669.9	26339.1	25474.4	27589.6	24955.8	24193.0	24979.0
Q99603	Q99603	Q99603	Q99603		5461.75	5791.8	5622.79	3195.21	4842.05	5477.1	3399.32	4608.81	4403.81	3957.1	4849.11	5803.26	6007.47	3323.13	5487.74	4486.86	5700.88	5317.89	5380.75	4973.64	4294.3	4336.62	5711.82	5437.93	5846.31	5381.3	5375.19	4834.12	5089.54	5924.28	4488.54	4732.37	5980.86	5809.69	4772.57	5832.78	4937.04	5101.44	5183.37	5967.02	6503.12	6398.15
Q969Z3	Q969Z3	Q969Z3	Q969Z3		5744.56	6642.97	6388.1	6017.51	5277.99	6265.1	5872.11	5997.92	6303.2	6297.35	6215.21	5577.42	5626.18	6630.4	7035.93	5757.91	6536.75	5456.86	6004.83	5710.66	5453.06	4968.08	6040.68	5175.1	6218.46	5223.93	6308.19	4748.21	6318.82	5997.86	6123.93	6389.48	6382.39	5138.28	5544.69	5758.58	5486.24	5358.46	4577.0	5448.34	5510.91	6589.28
Q8NH53	Q8NH53	Q8NH53	Q8NH53		6260.07	6584.56	5959.17	5507.81	6154.55	7208.88	6533.31	7243.95	5230.07	6814.27	5404.24	5094.23	6876.35	5281.08	6282.95	6552.22	6005.58	5700.56	6125.52	5421.39	5203.39	5806.6	5467.6	6968.98	7622.84	4624.29	5434.69	6352.76	5511.41	6466.68	5717.69	5555.42	6269.71	5786.17	4886.1	5165.46	6599.05	5250.8	5081.42	6505.01	6474.77	6702.39
Q8IVG5	Q8IVG5	Q8IVG5	Q8IVG5		1721.48		2016.32	2657.5	2443.21	3386.03	2292.82	2264.23		2801.85		3259.43		2932.32	2239.91	2375.75	1834.72	3091.91		1247.57	2764.09			3234.0	2379.48					2033.84	2492.18		2621.63		3239.81	2271.16			2486.1		3542.18	
P04035	P04035	P04035	P04035		9328.0	9597.43	10203.9	10101.7	9587.15	9835.65	8956.22	9692.36	10610.5	9316.54	9876.9	10204.6	8737.12	9929.81	8824.05	9180.43	9391.33	10189.7	10090.5	9228.24	9738.6	10178.2	10239.2	9748.25	9216.63	10068.9	9866.58	9381.48	9008.61	8966.07	9076.05	9321.63	9170.05	9062.15	9539.96	9260.6	9518.77	9860.78	9892.62	9535.2	9597.26	8750.16
Q9HCR9	Q9HCR9	Q9HCR9	Q9HCR9		14703.5	12032.0	13453.0	12369.3	12768.3	13816.5	12142.7	13224.4	8667.0	13417.4	13366.3	12970.8	12163.0	11580.3	13143.1	13782.1	13421.5	11606.4	13151.9	13959.6	13372.2	14104.0	17739.2	11775.1	13618.3	12458.1	12095.8	12573.0	11100.0	12269.4	11214.0	11606.3	11783.8	11560.1	12609.8	11902.0	12744.0	15057.1	12228.5	13265.8	11976.7	14317.8
P10746	P10746	P10746	P10746		1424.31	2247.41	1858.04	2156.33	1923.64	2856.21	1938.01	1961.56	1470.52	1738.3	2157.48	3224.28	2238.88	2813.91	2601.44	1842.13	1485.32	2177.81	1589.11	1516.8	1837.42	2133.59	1934.52	2374.05	2322.78	1550.19	2630.61	1362.27	2065.48	2311.38	2000.39	1927.04	2049.94	1581.46	2131.78	1482.79	1707.97	1937.33	2054.35	2786.85	1634.08	2390.94
O75309	O75309	O75309	O75309		8741.52	8632.7	8498.25	9046.14	7896.82	8731.61	8382.14	8380.91	8627.27	7821.13	8396.08	8157.3	8977.08	9711.99	9447.72	8955.21	8819.91	9467.65	8814.74	7649.32	8616.24	9043.3	8885.43	8587.82	8330.26	8606.39	8765.31	8416.54	9773.27	9629.49	8427.18	9317.88	8741.43	9343.16	9610.27	9669.47	9821.79	10183.7	9159.5	9553.62	9655.67	9391.52
O60303	O60303	O60303	O60303		82177.3	83864.4	75552.2	69194.3	69230.2	72011.7	73837.0	71827.0	65485.8	69128.6	68410.3	72283.9	68375.4	71007.5	70988.3	72822.7	74568.7	70036.2	67710.3	73281.2	72716.4	77497.4	71581.4	67584.6	58342.9	64351.2	63890.9	79562.1	81987.1	79755.9	80938.2	70341.6	73771.9	70145.6	66998.4	66091.0	66768.3	69537.0	72297.6	69765.3	68018.5	71017.0
Q6ZRP5	Q6ZRP5	Q6ZRP5	Q6ZRP5		62460.3	66270.5	63197.2	57975.2	56017.9	55548.8	56534.3	59242.1	55042.2	61747.1	58261.7	58159.6	60377.8	58785.6	55517.5	54196.5	56835.5	59162.2	60899.8	62777.9	62899.2	54366.4	57499.5	55489.0	61340.1	59741.8	60112.1	59224.2	58334.6	59539.9	61541.3	60417.3	62179.5	59974.5	57196.3	58274.9	65511.6	64214.2	62534.4	58203.7	50868.4	50736.5
P0C7T3	P0C7T3	P0C7T3	P0C7T3		2967.99	3149.55	3632.75	3714.98	4254.92	4057.24	3181.4	3306.7	3158.14	4285.44	3986.78	3384.45	4175.5	3468.95	3326.5	3926.51	3675.06	3436.28	3942.8	3532.15	3355.43	3545.64	4820.3	3877.92	2745.72	3067.35	3121.37	4069.01	3260.85	3620.36	2676.18	3014.67	3674.86	4079.7	3864.99	3839.85	2820.27	3024.85	2208.91	3378.76	3700.69	4593.1
Q04756	Q04756	Q04756	Q04756		75209.0	77068.2	81782.4	79598.9	83123.1	82321.7	85716.2	84356.6	78904.6	79436.7	79278.9	79956.0	84880.3	87044.6	86823.2	76099.6	73443.7	72078.7	80229.1	79485.3	72891.8	77372.4	77252.0	78785.1	77030.1	78748.8	77014.3	76251.2	69833.1	75107.6	72697.2	74184.0	72873.5	77578.1	72327.2	75923.6	83084.6	78028.2	77870.1	67353.2	78949.5	70611.1
A4QMS7	A4QMS7	A4QMS7	A4QMS7		10362.8	11309.1	10982.4	13191.7	9942.16	11701.9	11308.9	10822.1	12844.2	11658.6	10010.7	12049.4	10744.1	10088.6	11087.2	11329.4	12154.0	11600.8	12304.6	12829.0	11485.7	11756.6	12283.1	12104.3	13000.0	13030.9	13429.4	11627.3	12575.7	11914.5	12073.8	11607.0	13256.0	11722.5	11921.0	15340.1	12826.8	13091.3	13689.7	12700.9	12304.9	12792.5
A4QMS7;P50150	A4QMS7;P50150	A4QMS7;P50150	A4QMS7;P50150		20429.0	18943.8	16795.7	17803.7	18903.8	18238.5	18607.3	17863.8	18430.4	18120.4	19351.2	16003.7	23154.7	23194.7	20136.5	17335.6	17135.3	14912.3	16986.5	15471.7	17602.9	17474.5	18498.4	17046.2	21016.3	17620.1	19370.4	17094.5	15017.5	15763.0	19577.2	16978.6	15279.6	17809.2	16263.4	16718.1	19524.8	19502.9	17982.8	16191.4	13814.9	17598.4
Q5T5D7	Q5T5D7	Q5T5D7	Q5T5D7		3292.6	4361.69	4019.6	4785.12	5656.87	5563.16	5899.51	6339.64	6250.08	5532.87	5043.88	5580.24	4872.17	4510.35	5495.18	4700.7	4871.07	4540.19	5315.0	3987.73	4459.92	5234.35	5751.45	5387.62	4851.15	6942.17	6484.33	4702.3	5011.32	6426.94	5285.93	5651.94	6701.81	5645.46	5275.14	5332.67	5004.17	5661.27	5150.01	4248.58	5262.42	5146.88
Q6EMK4	Q6EMK4	Q6EMK4	Q6EMK4		50504.4	52274.5	50831.2	47901.2	50839.9	50710.7	49744.7	51103.4	51459.8	53287.2	51631.6	53208.6	41903.9	42487.9	41549.0	49317.0	50673.5	50893.7	47973.0	48124.3	50485.0	44626.1	41595.5	43037.5	49447.4	49841.3	52324.0	49792.8	50474.6	49011.7	54407.5	54736.4	55823.7	52225.2	52921.0	54572.8	48437.0	52341.2	51262.4	47338.0	54838.9	53932.6
Q96J66	Q96J66	Q96J66	Q96J66		14803.2	14358.4	14516.5	15286.7	15398.6	13198.8	14832.3	13225.6	13244.0	15862.2	14809.0	14515.1	13930.7	14476.4	14456.9	14281.2	14029.0	13978.4	13650.0	11622.8	13618.2	14693.1	13406.5	15084.0	14793.3	16125.3	13705.4	12610.7	13975.1	11025.7	13249.4	12292.4	13637.2	13548.1	12378.5	13162.6	15102.0	13342.1	14479.2	14790.7	13249.6	15023.1
Q8NGG7	Q8NGG7	Q8NGG7	Q8NGG7		6989.98	8262.58	7988.13	10140.6	8328.65	9375.9	8930.46	8356.56	7643.15	7659.31	7436.28	7514.64	9768.51	8604.09	8102.55	7381.32	8160.8	8363.78	7739.62	7848.62	7666.27	8266.55	9746.5	8222.22	6878.31	7726.88	7174.22	6571.84	7199.48	7756.28	6993.68	7635.09	8458.0	8038.46	7755.4	6375.02	8114.6	8870.82	8381.76	8666.9	8383.26	10140.0
Q14CZ0	Q14CZ0	Q14CZ0	Q14CZ0		2796.41	5918.56	5240.44	3850.83	4021.39	5114.9	3755.14	5126.69	5227.62	3120.41	5155.75	6519.42	5363.19	5272.57	4010.45	2333.9	2579.09	3612.52		4993.28		4397.8	5717.2	6422.97	5018.28		2664.46	2603.8	4330.97	3484.8	4203.18		5137.78	4232.74	6124.43	5116.71	6335.32	5886.01	5166.67	6234.84	5100.94	4437.27
Q03431	Q03431	Q03431	Q03431		1963.31	1799.16	1674.56	2129.6	2231.05	2010.0	2692.7	2605.2	2675.63	2500.85	964.387	2251.49	2184.04	2027.9	1825.73	1760.57	1949.84	2052.58	2955.27	2169.71	2953.55	2115.76	2824.66	2440.47	3028.13	2406.81	2845.27	3082.73	2569.44	2103.19	2064.27	2007.47	2340.27	2588.12	2430.82	2258.95	2875.67	2297.03	2785.72	2844.54	1883.43	2444.93
P0DI81	P0DI81	P0DI81	P0DI81		1905.0	2530.85	1596.14	2263.25	2132.08	2421.63	2058.41	2489.21	1229.59	1678.9	1772.33	1882.25	3253.87	2304.66	2065.08	1909.52	1478.41	2141.86	2230.19	1963.09	2275.4	1733.31	2049.09	2604.31	2373.14	1300.55	2408.59	1872.28	1786.36	1616.9	1958.56	1226.55	1587.79	2349.76	2591.08	2864.32	2628.25	2478.49	2386.61	1891.24	3443.18	2625.93
P08397	P08397	P08397	P08397		8187.24	7819.78	8533.63	8230.28	7867.12	6100.75	7844.14	7171.38	7935.57	7707.43	8208.14	8113.0	7904.03	6591.91	6947.85	6650.3	7119.57	6785.4	6702.77	7263.07	7029.43	7539.88	7095.21	6529.32	6572.25	6550.2	6675.36	7100.47	6792.18	6198.13	6544.51	7788.19	8392.02	7324.99	6475.94	7459.31	7008.72	8290.13	8767.1	7405.69	6940.95	6878.05
Q8NGL7	Q8NGL7	Q8NGL7	Q8NGL7		31523.5	24884.6	29695.9	23088.9	28233.7	26523.6	23772.9	29045.7	25579.4	25065.8	23425.6	22958.1	28809.3	25245.5	27225.6	29303.7	31796.8	32204.7	26139.2	21950.0	25254.6	24368.9	24684.7	27808.2	22851.0	25313.1	23360.9	28494.6	28462.0	26781.4	23322.6	30918.1	24959.9	26212.3	21525.6	19840.5	23969.4	28983.5	20469.5	20587.8	28143.6	20636.9
Q9P021	Q9P021	Q9P021	Q9P021		4085.02	4391.68	3348.49	3817.77	2284.72	3146.12	2822.01	3440.39	3405.39	2597.3	2676.99	2345.57	2194.62	2959.77	3186.99	3738.92	2967.04	3613.86	1892.68	4771.81	2776.31	4121.0	3365.64	3214.58	2802.76	2123.53	2884.73	5923.48	5406.08	4252.92	5929.75	2434.39	3738.92	3400.75	2713.38	2756.37	2447.5		1965.58	3523.85	2763.19	2662.26
Q99536;P43005	Q99536;P43005	Q99536;P43005	Q99536;P43005		3453.96	3185.47	3158.31	4314.24	4195.64	3299.14	3468.82	3242.87	3777.58	3702.16	2842.26	3296.26	2189.82	2290.69	2833.87	3512.78	3450.65	3287.25	3058.83	3385.39	2815.46	3160.66	2384.41	2959.21	2908.77	3171.08	3362.1	2976.12	3075.52	3499.22	3419.7	3667.09	3854.82	3308.44	3023.07	3475.24	2806.78	3033.8	4089.12	3907.85	3181.86	3465.27
Q9UJW3	Q9UJW3	Q9UJW3	Q9UJW3		214713.0	204545.0	199498.0	214880.0	214863.0	204502.0	213004.0	207638.0	210849.0	188510.0	187241.0	180180.0	239436.0	225861.0	217396.0	207755.0	211294.0	202764.0	177342.0	186468.0	180043.0	204586.0	197439.0	205633.0	198582.0	212387.0	200378.0	197757.0	204158.0	194124.0	207339.0	223460.0	215506.0	226995.0	202400.0	213868.0	225046.0	213618.0	215775.0	206771.0	209320.0	177026.0
